date,Year,Month,Weekday Name,drug_code,ddd_sales,drug_name,abc_class,ved_class,atc_desc,priority,day_of_week,is_weekend,quarter,week_of_year
11/05/2017,2017,5,Thursday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,19
12/05/2017,2017,5,Friday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,19
13/05/2017,2017,5,Saturday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,19
14/05/2017,2017,5,Sunday,N02BA,2.85,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,19
15/05/2017,2017,5,Monday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,20
16/05/2017,2017,5,Tuesday,N02BA,1.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,20
17/05/2017,2017,5,Wednesday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,20
18/05/2017,2017,5,Thursday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,20
19/05/2017,2017,5,Friday,N02BA,2.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,20
20/05/2017,2017,5,Saturday,N02BA,0.25,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,20
21/05/2017,2017,5,Sunday,N02BA,1.25,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,20
22/05/2017,2017,5,Monday,N02BA,4.4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,21
23/05/2017,2017,5,Tuesday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,21
24/05/2017,2017,5,Wednesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,21
25/05/2017,2017,5,Thursday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,21
26/05/2017,2017,5,Friday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,21
27/05/2017,2017,5,Saturday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,21
28/05/2017,2017,5,Sunday,N02BA,2.45,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,21
29/05/2017,2017,5,Monday,N02BA,1.6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,22
30/05/2017,2017,5,Tuesday,N02BA,4.3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,22
31/05/2017,2017,5,Wednesday,N02BA,7,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,22
01/06/2017,2017,6,Thursday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,22
02/06/2017,2017,6,Friday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,22
03/06/2017,2017,6,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,22
04/06/2017,2017,6,Sunday,N02BA,2.25,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,22
05/06/2017,2017,6,Monday,N02BA,4.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,23
06/06/2017,2017,6,Tuesday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,23
07/06/2017,2017,6,Wednesday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,23
08/06/2017,2017,6,Thursday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,23
09/06/2017,2017,6,Friday,N02BA,3.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,23
10/06/2017,2017,6,Saturday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,23
11/06/2017,2017,6,Sunday,N02BA,8.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,23
12/06/2017,2017,6,Monday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,24
13/06/2017,2017,6,Tuesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,24
14/06/2017,2017,6,Wednesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,24
15/06/2017,2017,6,Thursday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,24
16/06/2017,2017,6,Friday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,24
17/06/2017,2017,6,Saturday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,24
18/06/2017,2017,6,Sunday,N02BA,1.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,24
19/06/2017,2017,6,Monday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,25
20/06/2017,2017,6,Tuesday,N02BA,5.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,25
21/06/2017,2017,6,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,25
22/06/2017,2017,6,Thursday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,25
23/06/2017,2017,6,Friday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,25
24/06/2017,2017,6,Saturday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,2,25
25/06/2017,2017,6,Sunday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,2,25
26/06/2017,2017,6,Monday,N02BA,6.25,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,2,26
27/06/2017,2017,6,Tuesday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,2,26
28/06/2017,2017,6,Wednesday,N02BA,4.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,2,26
29/06/2017,2017,6,Thursday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,2,26
30/06/2017,2017,6,Friday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,2,26
01/07/2017,2017,7,Saturday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,26
02/07/2017,2017,7,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,26
03/07/2017,2017,7,Monday,N02BA,1.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,27
04/07/2017,2017,7,Tuesday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,27
05/07/2017,2017,7,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,27
06/07/2017,2017,7,Thursday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,27
07/07/2017,2017,7,Friday,N02BA,4.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,27
08/07/2017,2017,7,Saturday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,27
09/07/2017,2017,7,Sunday,N02BA,0.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,27
10/07/2017,2017,7,Monday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,28
11/07/2017,2017,7,Tuesday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,28
12/07/2017,2017,7,Wednesday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,28
13/07/2017,2017,7,Thursday,N02BA,2.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,28
14/07/2017,2017,7,Friday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,28
15/07/2017,2017,7,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,28
16/07/2017,2017,7,Sunday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,28
17/07/2017,2017,7,Monday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,29
18/07/2017,2017,7,Tuesday,N02BA,1.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,29
19/07/2017,2017,7,Wednesday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,29
20/07/2017,2017,7,Thursday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,29
21/07/2017,2017,7,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,29
22/07/2017,2017,7,Saturday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,29
23/07/2017,2017,7,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,29
24/07/2017,2017,7,Monday,N02BA,2.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,30
25/07/2017,2017,7,Tuesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,30
26/07/2017,2017,7,Wednesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,30
27/07/2017,2017,7,Thursday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,30
28/07/2017,2017,7,Friday,N02BA,1.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,30
29/07/2017,2017,7,Saturday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,30
30/07/2017,2017,7,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,30
31/07/2017,2017,7,Monday,N02BA,2.25,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,31
01/08/2017,2017,8,Tuesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,31
02/08/2017,2017,8,Wednesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,31
03/08/2017,2017,8,Thursday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,31
04/08/2017,2017,8,Friday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,31
05/08/2017,2017,8,Saturday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,31
06/08/2017,2017,8,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,31
07/08/2017,2017,8,Monday,N02BA,3.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,32
08/08/2017,2017,8,Tuesday,N02BA,2.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,32
09/08/2017,2017,8,Wednesday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,32
10/08/2017,2017,8,Thursday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,32
11/08/2017,2017,8,Friday,N02BA,5.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,32
12/08/2017,2017,8,Saturday,N02BA,2.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,32
13/08/2017,2017,8,Sunday,N02BA,2.05,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,32
14/08/2017,2017,8,Monday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,33
15/08/2017,2017,8,Tuesday,N02BA,2.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,33
16/08/2017,2017,8,Wednesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,33
17/08/2017,2017,8,Thursday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,33
18/08/2017,2017,8,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,33
19/08/2017,2017,8,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,33
20/08/2017,2017,8,Sunday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,33
21/08/2017,2017,8,Monday,N02BA,2.4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,34
22/08/2017,2017,8,Tuesday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,34
23/08/2017,2017,8,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,34
24/08/2017,2017,8,Thursday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,34
25/08/2017,2017,8,Friday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,34
26/08/2017,2017,8,Saturday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,34
27/08/2017,2017,8,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,34
28/08/2017,2017,8,Monday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,35
29/08/2017,2017,8,Tuesday,N02BA,3.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,35
30/08/2017,2017,8,Wednesday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,35
31/08/2017,2017,8,Thursday,N02BA,3.05,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,35
01/09/2017,2017,9,Friday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,35
02/09/2017,2017,9,Saturday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,35
03/09/2017,2017,9,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,35
04/09/2017,2017,9,Monday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,36
05/09/2017,2017,9,Tuesday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,36
06/09/2017,2017,9,Wednesday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,36
07/09/2017,2017,9,Thursday,N02BA,3.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,36
08/09/2017,2017,9,Friday,N02BA,3.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,36
09/09/2017,2017,9,Saturday,N02BA,2.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,36
10/09/2017,2017,9,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,36
11/09/2017,2017,9,Monday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,37
12/09/2017,2017,9,Tuesday,N02BA,5.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,37
13/09/2017,2017,9,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,37
14/09/2017,2017,9,Thursday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,37
15/09/2017,2017,9,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,37
16/09/2017,2017,9,Saturday,N02BA,3.45,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,37
17/09/2017,2017,9,Sunday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,37
18/09/2017,2017,9,Monday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,38
19/09/2017,2017,9,Tuesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,38
20/09/2017,2017,9,Wednesday,N02BA,0.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,38
21/09/2017,2017,9,Thursday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,38
22/09/2017,2017,9,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,38
23/09/2017,2017,9,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,38
24/09/2017,2017,9,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,3,38
25/09/2017,2017,9,Monday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,3,39
26/09/2017,2017,9,Tuesday,N02BA,2.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,3,39
27/09/2017,2017,9,Wednesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,3,39
28/09/2017,2017,9,Thursday,N02BA,2.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,3,39
29/09/2017,2017,9,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,3,39
30/09/2017,2017,9,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,3,39
01/10/2017,2017,10,Sunday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,39
02/10/2017,2017,10,Monday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,40
03/10/2017,2017,10,Tuesday,N02BA,3.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,40
04/10/2017,2017,10,Wednesday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,40
05/10/2017,2017,10,Thursday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,40
06/10/2017,2017,10,Friday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,40
07/10/2017,2017,10,Saturday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,40
08/10/2017,2017,10,Sunday,N02BA,5.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,40
09/10/2017,2017,10,Monday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,41
10/10/2017,2017,10,Tuesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,41
11/10/2017,2017,10,Wednesday,N02BA,4.6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,41
12/10/2017,2017,10,Thursday,N02BA,2.3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,41
13/10/2017,2017,10,Friday,N02BA,0.6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,41
14/10/2017,2017,10,Saturday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,41
15/10/2017,2017,10,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,41
16/10/2017,2017,10,Monday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,42
17/10/2017,2017,10,Tuesday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,42
18/10/2017,2017,10,Wednesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,42
19/10/2017,2017,10,Thursday,N02BA,4.7,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,42
20/10/2017,2017,10,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,42
21/10/2017,2017,10,Saturday,N02BA,3.3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,42
22/10/2017,2017,10,Sunday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,42
23/10/2017,2017,10,Monday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,43
24/10/2017,2017,10,Tuesday,N02BA,10,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,43
25/10/2017,2017,10,Wednesday,N02BA,5.35,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,43
26/10/2017,2017,10,Thursday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,43
27/10/2017,2017,10,Friday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,43
28/10/2017,2017,10,Saturday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,43
29/10/2017,2017,10,Sunday,N02BA,1.05,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,43
30/10/2017,2017,10,Monday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,44
31/10/2017,2017,10,Tuesday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,44
01/11/2017,2017,11,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,44
02/11/2017,2017,11,Thursday,N02BA,1.55,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,44
03/11/2017,2017,11,Friday,N02BA,4.4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,44
04/11/2017,2017,11,Saturday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,44
05/11/2017,2017,11,Sunday,N02BA,1.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,44
06/11/2017,2017,11,Monday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,45
07/11/2017,2017,11,Tuesday,N02BA,7,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,45
08/11/2017,2017,11,Wednesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,45
09/11/2017,2017,11,Thursday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,45
10/11/2017,2017,11,Friday,N02BA,6.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,45
11/11/2017,2017,11,Saturday,N02BA,4.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,45
12/11/2017,2017,11,Sunday,N02BA,6.15,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,45
13/11/2017,2017,11,Monday,N02BA,4.2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,46
14/11/2017,2017,11,Tuesday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,46
15/11/2017,2017,11,Wednesday,N02BA,7.7,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,46
16/11/2017,2017,11,Thursday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,46
17/11/2017,2017,11,Friday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,46
18/11/2017,2017,11,Saturday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,46
19/11/2017,2017,11,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,46
20/11/2017,2017,11,Monday,N02BA,2.4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,47
21/11/2017,2017,11,Tuesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,47
22/11/2017,2017,11,Wednesday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,47
23/11/2017,2017,11,Thursday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,47
24/11/2017,2017,11,Friday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,47
25/11/2017,2017,11,Saturday,N02BA,4.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,47
26/11/2017,2017,11,Sunday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,47
27/11/2017,2017,11,Monday,N02BA,6.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,48
28/11/2017,2017,11,Tuesday,N02BA,5.35,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,48
29/11/2017,2017,11,Wednesday,N02BA,4.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,48
30/11/2017,2017,11,Thursday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,48
01/12/2017,2017,12,Friday,N02BA,1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,48
02/12/2017,2017,12,Saturday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,48
03/12/2017,2017,12,Sunday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,48
04/12/2017,2017,12,Monday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,49
05/12/2017,2017,12,Tuesday,N02BA,4.05,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,49
06/12/2017,2017,12,Wednesday,N02BA,2.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,49
07/12/2017,2017,12,Thursday,N02BA,5.45,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,49
08/12/2017,2017,12,Friday,N02BA,3.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,49
09/12/2017,2017,12,Saturday,N02BA,5.4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,49
10/12/2017,2017,12,Sunday,N02BA,5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,49
11/12/2017,2017,12,Monday,N02BA,5.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,50
12/12/2017,2017,12,Tuesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,50
13/12/2017,2017,12,Wednesday,N02BA,2.3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,50
14/12/2017,2017,12,Thursday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,50
15/12/2017,2017,12,Friday,N02BA,2.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,50
16/12/2017,2017,12,Saturday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,50
17/12/2017,2017,12,Sunday,N02BA,5.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,50
18/12/2017,2017,12,Monday,N02BA,6,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,51
19/12/2017,2017,12,Tuesday,N02BA,0,Analgesic (salicylic acid),C,E,Aspirin group,C-E,1,0,4,51
20/12/2017,2017,12,Wednesday,N02BA,3,Analgesic (salicylic acid),C,E,Aspirin group,C-E,2,0,4,51
21/12/2017,2017,12,Thursday,N02BA,4,Analgesic (salicylic acid),C,E,Aspirin group,C-E,3,0,4,51
22/12/2017,2017,12,Friday,N02BA,1.5,Analgesic (salicylic acid),C,E,Aspirin group,C-E,4,0,4,51
23/12/2017,2017,12,Saturday,N02BA,6.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,5,1,4,51
24/12/2017,2017,12,Sunday,N02BA,2,Analgesic (salicylic acid),C,E,Aspirin group,C-E,6,1,4,51
25/12/2017,2017,12,Monday,N02BA,4.1,Analgesic (salicylic acid),C,E,Aspirin group,C-E,0,0,4,52
